timestamp_ms,relative_pitch_deg
0,0.0
1700,-7.8500000000000005
2704,9.489999999999998
3708,13.54
4711,10.170000000000002
5714,9.399999999999999
6717,9.23
7722,11.760000000000002
8725,7.42
9728,8.95
10732,7.61
11736,7.5
12740,8.48
13744,11.39
14747,15.96
15750,15.870000000000001
16754,15.629999999999999
17757,16.31
18759,15.010000000000002
19762,15.39
20768,15.620000000000001
21769,15.649999999999999
22772,14.79
23776,15.190000000000001
24779,14.98
25782,15.14
26784,15.18
27788,15.260000000000002
28791,15.34
29793,15.48
30797,15.34
31800,15.170000000000002
32804,15.190000000000001
33807,15.59
34810,15.149999999999999
35814,15.559999999999999
36817,16.16
37821,16.12
38824,15.91
39828,15.149999999999999
40831,15.7
41834,16.11
42837,15.059999999999999
43839,14.850000000000001
44843,15.84
45846,15.260000000000002
46850,15.649999999999999
47853,15.329999999999998
48857,15.899999999999999
49860,15.670000000000002
50864,15.510000000000002
51868,15.440000000000001
52871,15.879999999999999
53873,15.68
54878,15.399999999999999
55882,15.86
56886,15.45
57891,15.329999999999998
58894,15.45
59899,15.309999999999999
60902,15.260000000000002
61907,15.46
62910,15.18
63914,15.66
64916,15.71
65921,15.649999999999999
66925,15.329999999999998
67928,15.600000000000001
68933,15.55
69936,16.36
70939,15.41
71943,15.3
72946,15.04
73950,16.0
74953,15.27
75957,15.530000000000001
76960,15.16
77964,15.34
78968,15.350000000000001
79971,15.260000000000002
80975,15.440000000000001
81978,14.920000000000002
82982,15.219999999999999
83985,14.89
84989,14.780000000000001
85992,15.530000000000001
86997,15.29
88002,15.21
89004,15.09
90008,15.239999999999998
91013,15.2
92016,15.29
93020,14.989999999999998
94022,15.21
95026,14.89
96029,15.23
97033,15.16
98037,15.129999999999999
99039,14.96
100043,15.600000000000001
101045,15.649999999999999
102049,15.27
103058,14.93
104055,15.219999999999999
105059,14.3
106062,10.739999999999998
107066,13.09
108069,13.11
109073,13.329999999999998
110076,13.129999999999999
111080,13.79
112083,13.719999999999999
113087,13.469999999999999
114091,13.57
115094,13.100000000000001
116098,13.84
117101,16.03
118105,15.43
119107,10.170000000000002
