timestamp_ms,relative_pitch_deg
4,0.0
1699,0.22999999999999998
2702,1.89
3706,0.41
4708,-3.4
5712,6.71
6714,6.9399999999999995
7719,4.71
8722,1.13
9726,6.609999999999999
10730,5.029999999999999
11733,4.58
12737,3.71
13739,6.1
14743,5.449999999999999
15744,5.54
16749,6.34
17753,4.449999999999999
18756,5.16
19759,5.39
20763,5.3
21766,4.88
22769,4.52
23772,5.109999999999999
24775,5.46
25778,5.029999999999999
26782,5.18
27786,4.79
28789,10.48
29793,6.14
30797,6.319999999999999
31799,5.55
32803,5.35
33807,4.949999999999999
34810,6.989999999999999
35813,6.46
36817,6.33
37821,5.699999999999999
38824,5.5
39828,6.069999999999999
40832,5.43
41835,5.3
42837,5.89
43842,4.989999999999999
44845,5.12
45850,5.279999999999999
46852,4.4799999999999995
47855,4.67
48859,5.09
49861,5.27
50865,5.239999999999999
51867,5.069999999999999
52871,4.51
53874,5.09
54878,4.91
55881,5.52
56883,7.0
57888,4.37
58891,3.91
59895,4.77
60898,4.6899999999999995
61902,4.84
62905,5.6499999999999995
63908,4.41
64912,4.27
65915,4.59
66918,4.13
67921,4.569999999999999
68925,3.81
69927,4.22
70931,3.8400000000000003
71933,3.75
72937,4.25
73940,4.08
74943,3.5500000000000003
75946,4.17
76949,3.7
77953,3.73
78955,3.25
79959,3.52
80963,3.0100000000000002
81967,2.7600000000000002
82971,3.31
83973,2.7800000000000002
84976,2.97
85979,2.99
86982,2.8400000000000003
87985,3.31
88988,3.1500000000000004
89993,3.33
90995,2.89
91999,3.25
93002,2.95
94006,2.5700000000000003
95008,2.8400000000000003
96011,2.5700000000000003
97015,3.33
98018,2.8200000000000003
99022,2.64
100025,2.83
101027,2.85
102031,2.71
103034,2.7800000000000002
104038,2.38
105042,2.99
106044,2.46
107049,2.27
108052,2.16
109055,2.5900000000000003
110057,2.22
111060,2.7600000000000002
112064,3.3200000000000003
113066,2.12
114070,4.93
115074,4.62
116076,-0.6200000000000001
117079,2.54
118082,1.66
119086,2.0500000000000003
120089,2.0500000000000003
121092,2.33
122095,2.52
123098,2.96
124101,2.2
125104,2.2600000000000002
126109,3.0300000000000002
127111,4.39
128117,6.75
129117,6.1499999999999995
130122,4.4799999999999995
131125,3.6500000000000004
132129,3.43
133132,3.6300000000000003
134135,3.8200000000000003
135139,4.33
136141,4.06
137146,-2.42
