timestamp_ms,relative_pitch_deg
1074,0.0
3074,13.11
4074,1.37
5074,1.62
6074,1.87
7074,2.5999999999999996
8074,2.19
9074,1.16
10074,2.25
11074,1.7599999999999998
12076,2.08
13076,2.84
14076,2.77
15076,1.03
16077,4.15
17077,3.98
18077,2.76
19077,2.4699999999999998
20078,3.7399999999999998
21078,3.4899999999999998
22079,4.28
23079,4.62
24080,5.03
25080,4.87
26080,4.88
27080,5.06
28081,4.85
29081,4.91
30082,4.43
31082,5.2299999999999995
32083,5.77
33083,5.3
34083,5.1
35083,5.33
36083,5.26
37083,5.07
38084,4.76
39085,5.3999999999999995
40085,5.63
41085,4.5600000000000005
42085,4.34
43086,4.62
44086,3.9
45086,3.8699999999999997
46087,2.53
47087,4.09
48087,4.25
49088,4.33
50088,4.93
51088,4.32
52088,4.99
53088,4.32
54089,4.28
55089,4.44
56089,3.75
57089,4.09
58090,4.6
59090,4.77
60091,5.17
61091,4.6499999999999995
62092,4.04
63092,4.34
64092,4.22
65092,4.57
66092,4.8
67092,4.42
68092,4.5200000000000005
69092,3.31
70093,4.81
71093,10.98
72094,2.71
73094,3.28
74094,2.9699999999999998
75094,3.23
76094,3.38
77094,36.5
78094,8.33
79094,3.65
80094,3.82
81094,4.48
82094,4.19
83094,4.63
84096,4.1
85096,5.06
86096,4.75
87096,3.9099999999999997
88097,3.36
89097,3.92
90097,0.37
91098,4.87
92098,4.03
93099,5.96
94100,4.05
95100,2.84
96100,4.03
97100,9.7
98101,4.05
99101,-1.5700000000000003
100101,4.3
101102,3.29
102103,3.6799999999999997
103103,3.3
104103,3.6799999999999997
105103,4.7299999999999995
106104,4.26
107104,3.8899999999999997
108104,3.57
109105,3.56
110106,2.76
111106,4.89
