timestamp_ms,relative_pitch_deg
1835,0.0
2837,-0.09
3840,1.85
4844,2.08
5847,1.2100000000000002
6851,1.3800000000000001
7856,0.11
8859,0.23
9863,-1.0999999999999999
10865,15.98
11870,39.65
12872,42.910000000000004
13875,39.480000000000004
14879,39.76
15882,39.46
16887,40.06
17889,44.14
18893,44.72
19896,44.82
20900,45.120000000000005
21902,46.22
22905,43.46
23908,46.08
24911,49.800000000000004
25915,49.27
26918,49.65
27921,47.190000000000005
28925,48.9
29929,49.24
30931,49.690000000000005
31934,48.690000000000005
32939,49.71
33944,48.410000000000004
34948,48.230000000000004
35951,48.95
36954,49.42
37958,49.120000000000005
38962,49.13
39966,49.08
40969,49.940000000000005
41971,49.120000000000005
42975,49.03
43978,49.550000000000004
44981,50.160000000000004
45984,49.68
46987,49.120000000000005
47991,49.32
48994,50.03
49997,49.940000000000005
51001,49.33
52004,48.95
53009,44.230000000000004
54010,47.96
55014,48.25
56017,49.13
57020,49.06
58023,48.08
59027,48.120000000000005
60029,47.82
61033,47.14
62037,47.08
63041,47.410000000000004
64045,47.67
65048,47.31
66052,47.59
67055,47.65
68058,47.43
69063,47.65
70065,48.82
71069,48.230000000000004
72072,47.76
73077,48.5
74078,48.9
75081,48.17
76084,48.28
77087,49.34
78092,48.86
79094,48.47
80098,48.67
81102,49.52
82106,48.83
83108,48.59
84111,49.03
85114,49.53
86118,49.190000000000005
87121,48.56
88123,49.800000000000004
89127,49.29
90130,49.47
91133,51.26
92136,50.02
93141,50.83
94144,48.82
95147,48.79
96152,48.58
97155,48.38
98158,48.480000000000004
99161,49.53
100166,48.6
101169,48.54
102172,48.800000000000004
103176,48.9
104179,47.63
105183,50.47
106186,51.83
107189,51.1
108192,51.13
109196,51.120000000000005
110198,52.01
111203,51.84
112205,51.14
113209,50.910000000000004
114213,51.5
115216,51.52
116218,51.480000000000004
117221,51.29
118225,51.71
119228,51.65
120231,51.34
121235,51.08
122239,51.88
123244,51.47
124245,51.230000000000004
125248,51.940000000000005
126251,51.89
127255,51.31
128257,51.190000000000005
129261,50.410000000000004
130264,51.89
131267,49.96
132271,51.13
133273,51.730000000000004
134277,51.21
