timestamp_ms,relative_pitch_deg
0,0.0
1701,-0.48
2705,-1.25
3709,-1.86
4712,0.8899999999999997
5715,1.5999999999999996
6718,0.2599999999999998
7722,5.95
8725,4.96
9729,1.0899999999999999
10732,0.10999999999999988
11736,1.4399999999999995
12740,0.5699999999999998
13744,1.0099999999999998
14747,1.0899999999999999
15750,1.21
16753,1.5599999999999996
17755,1.4699999999999998
18759,1.5
19763,1.71
20765,1.37
21769,1.6399999999999997
22773,0.75
23777,1.7299999999999995
24780,1.19
25784,1.75
26786,2.2699999999999996
27790,0.8799999999999999
28793,1.3199999999999998
29797,1.6799999999999997
30800,1.4500000000000002
31803,1.1999999999999997
32807,1.5599999999999996
33810,1.35
34813,1.46
35816,1.23
36820,2.0
37823,2.2
38826,1.35
39831,1.9900000000000002
40833,1.5499999999999998
41837,1.5
42840,1.6799999999999997
43843,1.9799999999999995
44846,1.9399999999999995
45849,2.16
46853,2.0700000000000003
47857,1.8600000000000003
48861,1.5499999999999998
49863,1.3899999999999997
50867,2.0700000000000003
51870,1.08
52874,2.04
53877,2.08
54880,2.1799999999999997
55884,1.88
56888,1.79
57891,1.6899999999999995
58894,1.5899999999999999
59898,1.6499999999999995
60901,1.42
61905,1.5
62908,2.24
63912,1.9699999999999998
64914,1.8200000000000003
65918,2.0199999999999996
66922,1.5700000000000003
67924,1.7000000000000002
68928,1.2399999999999998
69931,1.71
70935,1.7699999999999996
71937,2.0199999999999996
72941,1.1799999999999997
73945,1.7800000000000002
74949,1.79
75953,2.21
76956,1.79
77959,2.0700000000000003
78962,2.49
79966,2.16
80969,1.6399999999999997
81973,2.2
82977,2.6499999999999995
83979,2.26
84983,2.1899999999999995
85986,1.8600000000000003
86990,1.7599999999999998
87992,1.21
88996,2.0700000000000003
89999,2.51
91002,2.01
92007,1.62
93010,1.8999999999999995
94014,2.34
95016,2.3
96020,2.1499999999999995
97022,2.3999999999999995
98026,2.37
99029,1.83
100032,1.67
101036,2.04
102039,2.5599999999999996
103042,2.8
104045,2.6100000000000003
105048,2.4299999999999997
106052,2.8600000000000003
107055,2.7800000000000002
108057,2.6100000000000003
109060,2.4299999999999997
110065,3.01
111066,2.74
112071,2.87
113074,2.38
114077,2.8499999999999996
115080,2.2800000000000002
116083,2.41
117088,3.0300000000000002
118090,2.6899999999999995
119094,3.5300000000000002
120096,2.91
121100,3.38
122103,3.17
123107,3.3
124109,2.8099999999999996
125114,3.4299999999999997
126118,3.1799999999999997
127122,3.26
128126,2.9399999999999995
129128,3.1100000000000003
130131,2.7
131134,2.8099999999999996
132138,3.25
133141,2.9799999999999995
134144,3.5999999999999996
