timestamp_ms,relative_pitch_deg
5298,0.0
7312,-1.9799999999999969
8320,-2.799999999999997
9327,-3.8799999999999955
10334,-3.0899999999999963
11341,-4.409999999999997
12349,-5.289999999999999
13357,-3.3399999999999963
14363,-4.079999999999998
15371,-4.32
16378,-4.399999999999999
17386,-4.409999999999997
18393,-5.039999999999999
19400,-5.739999999999995
20408,-6.269999999999996
21415,-6.6299999999999955
22422,-6.019999999999996
23430,-5.259999999999998
24437,-7.049999999999997
25445,-7.969999999999999
26451,-8.829999999999998
27459,-10.07
28467,-9.0
29474,-9.599999999999994
30481,-10.589999999999996
31489,-10.729999999999997
32496,-10.439999999999998
33504,-9.75
34510,-10.799999999999997
35518,-10.849999999999994
36526,-9.96
37533,-10.509999999999998
38540,-10.54
39547,-10.329999999999998
40555,-10.099999999999994
41562,-10.86
42569,-10.699999999999996
43577,-9.769999999999996
44584,-8.699999999999996
45592,-9.769999999999996
46599,-8.349999999999994
47606,-8.479999999999997
48614,-7.899999999999999
49622,-8.349999999999994
50628,-9.379999999999995
51636,-8.869999999999997
52643,-8.979999999999997
53651,-9.729999999999997
54658,-9.21
55665,-9.21
56673,-8.839999999999996
57680,-9.809999999999995
58687,-8.829999999999998
59695,-10.099999999999994
60702,-9.329999999999998
61710,-9.32
62716,-8.729999999999997
63724,-8.979999999999997
64732,-9.530000000000001
65739,-9.79
66746,-10.199999999999996
67753,-10.299999999999997
68761,-11.75
69769,-10.659999999999997
70775,-10.759999999999998
71783,-11.149999999999999
72791,-10.309999999999995
73798,-10.659999999999997
74805,-10.159999999999997
75812,-11.339999999999996
76820,-10.799999999999997
77828,-11.0
78834,-10.909999999999997
79842,-11.019999999999996
80849,-10.82
81857,-10.879999999999995
82865,-9.739999999999995
83871,-10.36
84879,-9.969999999999999
85886,-10.089999999999996
86894,-10.75
87901,-10.599999999999994
88908,-9.699999999999996
89916,-10.869999999999997
90924,-10.399999999999999
91930,-11.909999999999997
92938,-11.899999999999999
93945,-12.159999999999997
94953,-11.199999999999996
95960,-9.589999999999996
96967,-10.489999999999995
97975,-10.509999999999998
98982,-10.559999999999995
99989,-10.780000000000001
100997,-10.849999999999994
